start_time_YYYYmmDDHHMM_str,hours_int,start_point_lat,start_point_lon,start_point_height_m_ASL,output_time_average_sec,array_instead_of_dict
201909031300,-6,-41.9109,145.5655,687,300,True
201909031300,-6,-41.9109,145.5655,887,300,True
201909031300,-6,-41.9109,145.5655,1287,300,True
201909031300,-6,-41.9109,145.5655,2087,300,True
201909031300,-6,-41.6620,146.3281,1307,300,True
201909031300,-6,-41.6620,146.3281,1507,300,True
201909031300,-6,-41.6620,146.3281,1907,300,True
201909031300,-6,-41.6620,146.3281,2707,300,True
201909031400,-6,-41.7258,145.1368,294,300,True
